transaction_id,account_id,amount,merchant_category,location,hour_of_day,day_of_week,timestamp,is_fraud
5736,11,27.76,Health,"Marseille, France",14,2,2025-12-03 14:53:00,0
37140,11,393.49,Health,"Marseille, France",14,5,2025-12-06 14:06:00,0
39842,2,148.09,Utilities,Online,20,0,2025-12-01 20:20:00,0
38529,6,340.07,Clothing,"Marseille, France",10,2,2025-12-03 10:00:00,0
11293,5,140.32,Fuel,Online,13,6,2025-12-07 13:17:00,0
11425,3,95.95,Utilities,"Lyon, France",10,5,2025-12-06 10:42:00,0
47631,1,3189.46,Clothing,"Dubai, UAE",5,0,2025-12-08 05:56:00,1
27291,11,475.97,Health,"Paris, France",18,0,2025-12-01 18:43:00,0
13038,13,275.98,Electronics,"Lyon, France",16,0,2025-12-01 16:38:00,0
14783,11,178.35,Clothing,"Lyon, France",11,5,2025-12-06 11:06:00,0
13886,3,350.22,Electronics,"Toulouse, France",9,2,2025-12-03 09:15:00,0
9972,11,340.81,Travel,"Nice, France",13,4,2025-12-05 13:19:00,0
7020,10,248.45,Food & Beverage,"Marseille, France",15,6,2025-12-07 15:05:00,0
5331,2,145.95,Entertainment,"Lyon, France",12,0,2025-12-01 12:12:00,0
19059,11,263.04,Groceries,Online,22,3,2025-12-04 22:48:00,0
22326,9,476.08,Fuel,"Toulouse, France",21,4,2025-12-05 21:41:00,0
39345,9,407.81,Travel,Online,12,3,2025-12-04 12:05:00,0
34063,4,78.1,Electronics,"Marseille, France",17,0,2025-12-01 17:42:00,0
18245,13,374.02,Clothing,Online,20,4,2025-12-05 20:07:00,0
28571,12,308.99,Health,"Marseille, France",14,5,2025-12-06 14:25:00,0
42059,7,2525.2,Food & Beverage,Hong Kong,0,2,2025-12-03 00:49:00,1
45856,13,4975.68,Food & Beverage,"Toulouse, France",16,6,2025-12-07 16:23:00,1
29609,12,352.65,Electronics,"Lyon, France",8,4,2025-12-05 08:10:00,0
35175,6,345.85,Health,"Nice, France",18,4,2025-12-05 18:08:00,0
3269,11,170.58,Entertainment,"Marseille, France",20,0,2025-12-08 20:20:00,0
12186,1,429.74,Groceries,Online,21,0,2025-12-01 21:47:00,0
16233,6,208.77,Fuel,Online,19,0,2025-12-08 19:19:00,0
34253,6,338.99,Clothing,"Paris, France",15,1,2025-12-02 15:44:00,0
30291,10,15.55,Travel,Online,16,0,2025-12-08 16:21:00,0
11526,2,28.26,Food & Beverage,"Lyon, France",21,0,2025-12-01 21:22:00,0
21180,13,29.3,Utilities,"Nice, France",22,5,2025-12-06 22:58:00,0
20480,9,287.5,Health,"Marseille, France",10,0,2025-12-01 10:19:00,0
25455,4,157.54,Health,"Paris, France",10,0,2025-12-08 10:15:00,0
1920,1,122.89,Electronics,"Nice, France",8,3,2025-12-04 08:26:00,0
11986,13,240.23,Entertainment,"Nice, France",22,6,2025-12-07 22:25:00,0
32021,10,428.11,Fuel,"Paris, France",18,2,2025-12-03 18:41:00,0
37335,6,193.84,Fuel,"Marseille, France",20,3,2025-12-04 20:42:00,0
32715,11,114.79,Electronics,"Marseille, France",10,5,2025-12-06 10:58:00,0
49627,4,1933.49,Cryptocurrency,"Nice, France",12,0,2025-12-01 12:24:00,1
7950,1,469.53,Travel,Online,20,6,2025-12-07 20:08:00,0
9734,3,317.41,Health,"Toulouse, France",10,4,2025-12-05 10:00:00,0
34261,8,115.45,Fuel,"Marseille, France",14,3,2025-12-04 14:36:00,0
10410,2,163.39,Travel,"Nice, France",16,0,2025-12-01 16:02:00,0
26679,3,494.38,Travel,"Toulouse, France",22,2,2025-12-03 22:40:00,0
19148,4,102.44,Travel,"Toulouse, France",8,6,2025-12-07 08:11:00,0
20244,13,295.38,Entertainment,"Toulouse, France",11,1,2025-12-02 11:42:00,0
14381,3,147.82,Clothing,"Toulouse, France",19,6,2025-12-07 19:20:00,0
47788,6,947.79,Food & Beverage,"Las Vegas, USA",17,4,2025-12-05 17:40:00,1
26039,5,158.11,Groceries,"Lyon, France",15,1,2025-12-02 15:22:00,0
26196,4,368.49,Health,"Nice, France",14,6,2025-12-07 14:25:00,0
26340,4,268.46,Utilities,"Toulouse, France",8,1,2025-12-02 08:18:00,0
35483,6,456.42,Health,"Toulouse, France",12,5,2025-12-06 12:49:00,0
10625,3,245.68,Travel,"Lyon, France",9,2,2025-12-03 09:42:00,0
38132,7,42.26,Entertainment,"Toulouse, France",17,1,2025-12-02 17:29:00,0
236,2,77.49,Fuel,"Lyon, France",17,2,2025-12-03 17:48:00,0
20169,7,204.5,Health,Online,8,3,2025-12-04 08:41:00,0
17920,1,11.39,Health,"Lyon, France",9,5,2025-12-06 09:37:00,0
13059,3,176.84,Electronics,"Paris, France",22,0,2025-12-08 22:44:00,0
18460,4,220.62,Entertainment,"Paris, France",12,2,2025-12-03 12:02:00,0
24553,10,293.81,Food & Beverage,"Marseille, France",9,0,2025-12-08 09:43:00,0
36376,11,119.0,Travel,"Paris, France",11,2,2025-12-03 11:37:00,0
17456,2,363.17,Fuel,"Marseille, France",16,5,2025-12-06 16:49:00,0
30738,5,68.12,Travel,"Marseille, France",13,6,2025-12-07 13:55:00,0
12140,12,435.64,Groceries,"Nice, France",13,1,2025-12-02 13:38:00,0
4192,13,18.14,Entertainment,"Paris, France",22,6,2025-12-07 22:24:00,0
22948,8,492.77,Travel,"Lyon, France",14,0,2025-12-01 14:54:00,0
45080,9,2958.56,Cryptocurrency,Russia,8,0,2025-12-01 08:44:00,1
4013,3,162.4,Electronics,Online,11,0,2025-12-08 11:42:00,0
1318,11,334.17,Travel,"Nice, France",14,3,2025-12-04 14:08:00,0
42246,9,2425.63,Health,Hong Kong,6,6,2025-12-07 06:03:00,1
8373,5,69.07,Clothing,"Toulouse, France",13,2,2025-12-03 13:48:00,0
13041,11,480.87,Electronics,"Toulouse, France",17,5,2025-12-06 17:25:00,0
12454,9,47.49,Entertainment,"Paris, France",15,4,2025-12-05 15:30:00,0
44740,3,771.15,Fuel,"Dubai, UAE",10,4,2025-12-05 10:23:00,1
43431,4,738.55,Clothing,"Nice, France",0,0,2025-12-01 00:45:00,1
45311,9,2590.09,Cryptocurrency,"Las Vegas, USA",7,5,2025-12-06 07:43:00,1
40985,12,3274.51,Food & Beverage,"Toulouse, France",4,2,2025-12-03 04:16:00,1
47566,3,1227.99,Gambling,Hong Kong,2,5,2025-12-06 02:46:00,1
43445,9,719.8,Utilities,Online,2,0,2025-12-08 02:45:00,1
10687,6,286.54,Food & Beverage,"Lyon, France",17,1,2025-12-02 17:21:00,0
46342,8,3867.74,Cryptocurrency,"London, UK",3,1,2025-12-02 03:40:00,1
36718,10,117.11,Entertainment,"Marseille, France",15,0,2025-12-01 15:56:00,0
28028,10,28.83,Food & Beverage,"Marseille, France",13,2,2025-12-03 13:21:00,0
10008,7,314.14,Electronics,Online,13,4,2025-12-05 13:25:00,0
16989,4,396.45,Groceries,Online,15,0,2025-12-01 15:47:00,0
16716,12,428.23,Travel,"Lyon, France",11,0,2025-12-01 11:12:00,0
39689,2,410.82,Groceries,"Paris, France",14,4,2025-12-05 14:52:00,0
32341,12,72.81,Health,"Lyon, France",17,5,2025-12-06 17:54:00,0
33596,11,13.63,Fuel,"Marseille, France",18,4,2025-12-05 18:33:00,0
23396,10,98.67,Electronics,"Paris, France",22,2,2025-12-03 22:44:00,0
3560,13,166.21,Fuel,"Nice, France",14,5,2025-12-06 14:10:00,0
45200,13,2175.72,Clothing,"Paris, France",4,0,2025-12-08 04:47:00,1
23057,6,267.7,Travel,"Nice, France",17,0,2025-12-01 17:00:00,0
18758,5,233.94,Electronics,"Lyon, France",17,3,2025-12-04 17:08:00,0
32298,8,411.56,Health,"Paris, France",14,2,2025-12-03 14:44:00,0
20648,2,387.21,Health,"Paris, France",13,1,2025-12-02 13:14:00,0
20340,13,433.76,Food & Beverage,"Marseille, France",8,5,2025-12-06 08:36:00,0
6961,9,409.41,Health,"Nice, France",8,6,2025-12-07 08:11:00,0
45116,11,4403.11,Jewelry,"Las Vegas, USA",3,0,2025-12-01 03:15:00,1
26112,11,31.74,Entertainment,Online,15,2,2025-12-03 15:45:00,0
3,1,51.38,Fuel,"Nice, France",17,0,2025-12-01 17:35:00,0
45649,10,1558.52,Gambling,"Dubai, UAE",20,2,2025-12-03 20:15:00,1
42125,1,3752.2,Cryptocurrency,"Marseille, France",17,0,2025-12-01 17:52:00,1
17534,10,148.2,Entertainment,"Paris, France",10,6,2025-12-07 10:49:00,0
44664,4,3720.54,Jewelry,"Paris, France",7,0,2025-12-08 07:50:00,1
15156,2,162.55,Food & Beverage,Online,13,5,2025-12-06 13:30:00,0
39146,4,150.09,Entertainment,"Nice, France",9,0,2025-12-08 09:33:00,0
14806,2,101.38,Travel,"Paris, France",20,2,2025-12-03 20:55:00,0
1767,9,83.73,Clothing,"Lyon, France",9,1,2025-12-02 09:01:00,0
11955,10,499.08,Health,Online,18,2,2025-12-03 18:24:00,0
33443,2,74.87,Electronics,"Paris, France",8,3,2025-12-04 08:15:00,0
47332,9,885.74,Clothing,Nigeria,16,4,2025-12-05 16:09:00,1
26849,1,59.54,Travel,"Nice, France",10,6,2025-12-07 10:53:00,0
39552,2,489.76,Clothing,"Marseille, France",21,3,2025-12-04 21:06:00,0
11121,11,209.06,Clothing,"Marseille, France",16,2,2025-12-03 16:29:00,0
42021,9,2673.79,Entertainment,"Las Vegas, USA",10,3,2025-12-04 10:35:00,1
39265,13,297.93,Food & Beverage,"Nice, France",11,4,2025-12-05 11:56:00,0
32923,3,94.7,Health,"Lyon, France",21,4,2025-12-05 21:19:00,0
8104,10,319.43,Health,"Marseille, France",21,1,2025-12-02 21:38:00,0
38871,5,138.29,Fuel,"Toulouse, France",22,3,2025-12-04 22:32:00,0
39679,11,130.64,Health,"Marseille, France",19,1,2025-12-02 19:46:00,0
14293,4,228.16,Fuel,"Paris, France",19,4,2025-12-05 19:23:00,0
21420,3,286.76,Entertainment,"Lyon, France",8,2,2025-12-03 08:38:00,0
13632,11,362.81,Travel,"Toulouse, France",9,0,2025-12-08 09:23:00,0
48445,8,916.42,Food & Beverage,"Dubai, UAE",21,4,2025-12-05 21:48:00,1
35839,6,475.56,Food & Beverage,"Paris, France",18,4,2025-12-05 18:10:00,0
7666,1,270.17,Utilities,"Lyon, France",12,6,2025-12-07 12:19:00,0
311,11,314.12,Clothing,"Nice, France",8,0,2025-12-01 08:05:00,0
45496,11,936.51,Jewelry,Online,0,0,2025-12-08 00:26:00,1
13396,12,363.93,Utilities,"Marseille, France",22,4,2025-12-05 22:49:00,0
17347,3,438.71,Food & Beverage,"Paris, France",10,0,2025-12-01 10:38:00,0
24843,11,436.69,Electronics,"Nice, France",13,5,2025-12-06 13:52:00,0
4544,5,292.49,Fuel,"Marseille, France",17,1,2025-12-02 17:08:00,0
7410,1,53.36,Food & Beverage,"Nice, France",10,6,2025-12-07 10:10:00,0
4846,1,211.26,Travel,"Lyon, France",21,0,2025-12-01 21:56:00,0
21599,9,70.94,Groceries,"Paris, France",17,1,2025-12-02 17:50:00,0
19997,10,102.61,Fuel,Online,10,1,2025-12-02 10:56:00,0
25768,12,26.31,Electronics,"Nice, France",20,1,2025-12-02 20:28:00,0
20576,1,165.47,Travel,"Lyon, France",13,2,2025-12-03 13:15:00,0
13334,5,92.08,Fuel,Online,16,6,2025-12-07 16:04:00,0
44715,3,3975.73,Entertainment,"Nice, France",20,1,2025-12-02 20:39:00,1
31185,5,462.15,Electronics,"Toulouse, France",19,3,2025-12-04 19:21:00,0
30586,7,80.56,Clothing,"Toulouse, France",11,3,2025-12-04 11:41:00,0
45285,2,4367.99,Clothing,"London, UK",14,4,2025-12-05 14:13:00,1
21232,12,350.91,Travel,"Lyon, France",16,6,2025-12-07 16:49:00,0
4157,1,234.7,Clothing,"Toulouse, France",20,0,2025-12-08 20:19:00,0
3632,4,214.0,Utilities,"Paris, France",12,4,2025-12-05 12:43:00,0
6971,4,472.55,Entertainment,"Marseille, France",18,0,2025-12-08 18:43:00,0
26906,7,178.97,Electronics,"Lyon, France",19,0,2025-12-01 19:15:00,0
22145,6,448.75,Utilities,"Lyon, France",8,2,2025-12-03 08:31:00,0
36101,4,187.38,Electronics,Online,21,0,2025-12-01 21:45:00,0
40145,7,898.99,Gambling,"Marseille, France",0,1,2025-12-02 00:37:00,1
25165,6,304.37,Health,"Marseille, France",18,1,2025-12-02 18:42:00,0
48064,5,2049.07,Jewelry,"Paris, France",1,2,2025-12-03 01:58:00,1
46880,7,726.69,Entertainment,"Las Vegas, USA",3,2,2025-12-03 03:23:00,1
16311,12,263.56,Clothing,"Nice, France",9,2,2025-12-03 09:13:00,0
5996,3,200.99,Food & Beverage,"Toulouse, France",19,5,2025-12-06 19:40:00,0
49161,13,1739.95,Travel,Nigeria,17,1,2025-12-02 17:01:00,1
25027,6,26.34,Food & Beverage,Online,12,0,2025-12-08 12:36:00,0
16300,5,126.7,Groceries,"Lyon, France",9,0,2025-12-08 09:51:00,0
15486,10,321.19,Food & Beverage,"Paris, France",13,1,2025-12-02 13:15:00,0
37053,4,150.0,Utilities,"Lyon, France",21,4,2025-12-05 21:55:00,0
45541,5,4673.67,Groceries,"London, UK",12,0,2025-12-01 12:11:00,1
45664,13,1787.8,Clothing,"Dubai, UAE",5,0,2025-12-08 05:28:00,1
24080,6,229.21,Food & Beverage,"Marseille, France",18,4,2025-12-05 18:56:00,0
41585,1,819.26,Food & Beverage,"Dubai, UAE",3,1,2025-12-02 03:57:00,1
27915,1,54.66,Electronics,"Toulouse, France",10,2,2025-12-03 10:04:00,0
34031,3,262.76,Travel,"Paris, France",15,3,2025-12-04 15:08:00,0
5941,11,383.67,Entertainment,"Nice, France",21,6,2025-12-07 21:26:00,0
39417,9,417.92,Utilities,"Paris, France",21,2,2025-12-03 21:10:00,0
42618,8,1554.37,Gambling,Russia,0,5,2025-12-06 00:32:00,1
38737,6,188.24,Utilities,Online,13,1,2025-12-02 13:26:00,0
8629,8,437.49,Travel,"Nice, France",8,3,2025-12-04 08:57:00,0
25635,4,447.73,Travel,"Toulouse, France",19,2,2025-12-03 19:31:00,0
607,4,140.62,Entertainment,"Nice, France",14,1,2025-12-02 14:43:00,0
43031,13,1291.99,Cryptocurrency,Russia,11,3,2025-12-04 11:18:00,1
44088,8,1405.78,Cryptocurrency,Hong Kong,6,3,2025-12-04 06:17:00,1
30114,13,66.43,Health,Online,8,5,2025-12-06 08:48:00,0
11362,3,426.14,Food & Beverage,"Lyon, France",18,0,2025-12-01 18:50:00,0
33788,5,186.38,Groceries,"Paris, France",14,5,2025-12-06 14:26:00,0
2132,1,392.12,Travel,"Marseille, France",12,0,2025-12-08 12:38:00,0
17716,8,78.42,Travel,"Lyon, France",21,2,2025-12-03 21:54:00,0
27698,9,460.53,Travel,"Paris, France",17,4,2025-12-05 17:16:00,0
24531,11,451.61,Travel,"Nice, France",17,5,2025-12-06 17:52:00,0
46286,3,1806.31,Food & Beverage,Hong Kong,19,5,2025-12-06 19:30:00,1
9789,12,190.23,Clothing,"Marseille, France",22,0,2025-12-01 22:48:00,0
29608,4,197.03,Clothing,"Toulouse, France",17,2,2025-12-03 17:03:00,0
34136,9,449.82,Health,"Paris, France",21,2,2025-12-03 21:17:00,0
24070,6,452.69,Clothing,"Marseille, France",13,3,2025-12-04 13:40:00,0
21697,2,460.0,Travel,"Toulouse, France",16,4,2025-12-05 16:56:00,0
42937,2,1723.24,Electronics,Online,5,1,2025-12-02 05:17:00,1
13442,8,15.05,Food & Beverage,Online,15,0,2025-12-01 15:02:00,0
31790,1,288.13,Utilities,"Lyon, France",9,2,2025-12-03 09:17:00,0
12289,7,169.65,Entertainment,"Paris, France",17,2,2025-12-03 17:13:00,0
37432,9,46.72,Electronics,"Marseille, France",11,1,2025-12-02 11:37:00,0
33598,9,318.27,Utilities,"Nice, France",21,3,2025-12-04 21:25:00,0
8858,5,370.93,Travel,"Marseille, France",10,6,2025-12-07 10:19:00,0
4533,4,304.31,Utilities,"Marseille, France",10,1,2025-12-02 10:35:00,0
21517,5,452.41,Travel,"Lyon, France",16,5,2025-12-06 16:38:00,0
6940,3,183.24,Entertainment,"Toulouse, France",15,2,2025-12-03 15:29:00,0
42745,7,4152.37,Groceries,"Las Vegas, USA",20,4,2025-12-05 20:21:00,1
46582,2,1015.85,Gambling,"Toulouse, France",0,0,2025-12-01 00:42:00,1
13098,13,159.24,Electronics,"Lyon, France",9,6,2025-12-07 09:08:00,0
36156,5,267.63,Groceries,"Toulouse, France",16,3,2025-12-04 16:00:00,0
34693,8,188.11,Groceries,"Lyon, France",8,4,2025-12-05 08:29:00,0
18892,2,205.07,Food & Beverage,Online,19,1,2025-12-02 19:13:00,0
11866,13,397.76,Food & Beverage,Online,17,3,2025-12-04 17:26:00,0
34396,8,486.61,Groceries,"Toulouse, France",15,1,2025-12-02 15:18:00,0
28016,3,174.16,Electronics,"Paris, France",20,0,2025-12-01 20:42:00,0
19057,2,280.68,Utilities,"Paris, France",18,1,2025-12-02 18:25:00,0
19892,2,131.89,Groceries,"Marseille, France",22,3,2025-12-04 22:03:00,0
6033,5,440.24,Utilities,"Toulouse, France",18,0,2025-12-08 18:12:00,0
34591,1,147.18,Fuel,"Nice, France",19,6,2025-12-07 19:14:00,0
10488,5,317.03,Electronics,"Marseille, France",9,5,2025-12-06 09:29:00,0
29994,6,7.14,Electronics,"Lyon, France",18,3,2025-12-04 18:49:00,0
41869,5,2195.41,Gambling,Russia,20,1,2025-12-02 20:44:00,1
14489,13,51.58,Food & Beverage,"Marseille, France",10,4,2025-12-05 10:21:00,0
34843,7,99.37,Fuel,"Paris, France",22,0,2025-12-01 22:25:00,0
25517,7,270.63,Groceries,"Paris, France",12,6,2025-12-07 12:54:00,0
18871,7,444.93,Fuel,Online,15,0,2025-12-01 15:33:00,0
46724,9,2656.25,Entertainment,Russia,4,3,2025-12-04 04:31:00,1
16217,7,123.78,Health,"Marseille, France",11,0,2025-12-01 11:16:00,0
43191,13,1666.32,Jewelry,Nigeria,9,4,2025-12-05 09:01:00,1
15005,4,341.4,Groceries,"Lyon, France",13,5,2025-12-06 13:23:00,0
28756,9,227.04,Electronics,"Paris, France",14,0,2025-12-08 14:26:00,0
31322,3,277.24,Fuel,"Toulouse, France",10,4,2025-12-05 10:24:00,0
14491,5,301.49,Groceries,"Nice, France",9,3,2025-12-04 09:13:00,0
24173,9,125.21,Fuel,"Toulouse, France",21,2,2025-12-03 21:32:00,0
11505,11,290.69,Groceries,"Nice, France",17,6,2025-12-07 17:29:00,0
42628,10,3866.63,Jewelry,"Las Vegas, USA",19,1,2025-12-02 19:58:00,1
30314,12,58.54,Food & Beverage,Online,12,3,2025-12-04 12:30:00,0
11800,12,316.95,Fuel,"Lyon, France",11,0,2025-12-08 11:24:00,0
32118,3,220.0,Groceries,"Nice, France",21,0,2025-12-01 21:29:00,0
14342,9,116.42,Food & Beverage,"Lyon, France",8,0,2025-12-01 08:38:00,0
10881,2,338.24,Utilities,Online,13,0,2025-12-08 13:29:00,0
3333,13,449.14,Health,"Paris, France",12,5,2025-12-06 12:56:00,0
27978,12,98.04,Food & Beverage,Online,8,1,2025-12-02 08:49:00,0
17339,3,36.64,Food & Beverage,"Nice, France",22,5,2025-12-06 22:05:00,0
49881,13,621.96,Clothing,"Marseille, France",2,5,2025-12-06 02:59:00,1
37582,10,7.65,Entertainment,"Paris, France",22,2,2025-12-03 22:33:00,0
25269,9,446.56,Utilities,"Nice, France",20,0,2025-12-08 20:43:00,0
47487,11,1776.71,Utilities,"Nice, France",22,5,2025-12-06 22:59:00,1
43891,10,3864.9,Jewelry,"Lyon, France",12,1,2025-12-02 12:19:00,1
41365,5,1340.66,Groceries,Online,0,1,2025-12-02 00:13:00,1
48812,4,3400.39,Utilities,"Paris, France",17,3,2025-12-04 17:51:00,1
14667,6,63.22,Utilities,"Paris, France",14,5,2025-12-06 14:41:00,0
442,7,41.61,Entertainment,"Nice, France",14,6,2025-12-07 14:34:00,0
22860,1,296.16,Groceries,"Paris, France",12,0,2025-12-08 12:06:00,0
37503,3,321.37,Groceries,"Paris, France",15,3,2025-12-04 15:01:00,0
39801,7,252.58,Clothing,"Paris, France",12,1,2025-12-02 12:52:00,0
18439,2,139.21,Health,"Marseille, France",10,1,2025-12-02 10:45:00,0
3653,10,243.95,Food & Beverage,"Paris, France",18,2,2025-12-03 18:09:00,0
8045,11,494.57,Groceries,"Nice, France",22,6,2025-12-07 22:56:00,0
48359,13,787.77,Health,Online,4,5,2025-12-06 04:05:00,1
27853,1,42.56,Travel,"Paris, France",13,6,2025-12-07 13:32:00,0
47057,7,1635.65,Electronics,Russia,12,5,2025-12-06 12:38:00,1
43087,13,1054.39,Electronics,Nigeria,5,6,2025-12-07 05:50:00,1
5359,1,242.79,Travel,"Lyon, France",22,6,2025-12-07 22:02:00,0
4308,10,134.82,Electronics,Online,9,2,2025-12-03 09:41:00,0
9289,5,293.52,Electronics,"Marseille, France",17,5,2025-12-06 17:20:00,0
16942,11,404.7,Clothing,Online,19,0,2025-12-08 19:12:00,0
19587,11,308.2,Fuel,"Paris, France",12,1,2025-12-02 12:49:00,0
34099,10,77.8,Groceries,"Lyon, France",11,1,2025-12-02 11:40:00,0
31043,8,125.12,Groceries,Online,8,1,2025-12-02 08:44:00,0
1144,2,301.45,Clothing,"Nice, France",15,6,2025-12-07 15:55:00,0
9828,2,491.8,Food & Beverage,Online,11,0,2025-12-08 11:03:00,0
28810,6,39.81,Groceries,"Paris, France",16,5,2025-12-06 16:26:00,0
47481,3,2598.84,Jewelry,Russia,11,1,2025-12-02 11:08:00,1
5001,3,196.76,Fuel,"Marseille, France",16,5,2025-12-06 16:17:00,0
20831,7,234.47,Electronics,"Paris, France",16,1,2025-12-02 16:49:00,0
9640,6,448.98,Electronics,"Paris, France",22,0,2025-12-08 22:12:00,0
8702,6,258.35,Health,Online,20,2,2025-12-03 20:09:00,0
3439,9,306.7,Food & Beverage,"Toulouse, France",14,5,2025-12-06 14:11:00,0
27690,13,256.6,Fuel,"Paris, France",19,6,2025-12-07 19:41:00,0
3197,2,306.23,Health,"Lyon, France",14,4,2025-12-05 14:11:00,0
41751,8,2522.56,Electronics,Nigeria,14,5,2025-12-06 14:59:00,1
43530,7,1568.16,Electronics,"Paris, France",4,4,2025-12-05 04:49:00,1
36500,12,383.32,Clothing,"Marseille, France",14,0,2025-12-08 14:02:00,0
7839,6,159.46,Food & Beverage,"Marseille, France",22,5,2025-12-06 22:50:00,0
22613,11,318.79,Clothing,"Nice, France",15,0,2025-12-01 15:20:00,0
37608,1,137.81,Groceries,"Nice, France",15,0,2025-12-08 15:29:00,0
12794,8,71.81,Utilities,"Toulouse, France",8,2,2025-12-03 08:11:00,0
41241,8,3298.43,Cryptocurrency,Hong Kong,3,6,2025-12-07 03:17:00,1
2698,13,466.21,Food & Beverage,"Nice, France",19,1,2025-12-02 19:04:00,0
31628,10,132.74,Health,"Paris, France",21,0,2025-12-01 21:52:00,0
35472,1,116.52,Electronics,Online,9,6,2025-12-07 09:54:00,0
6973,13,417.32,Clothing,"Nice, France",21,0,2025-12-08 21:20:00,0
48571,3,1601.34,Jewelry,"London, UK",18,4,2025-12-05 18:23:00,1
31839,4,84.7,Electronics,"Lyon, France",16,4,2025-12-05 16:20:00,0
11383,4,161.89,Travel,"Lyon, France",9,4,2025-12-05 09:50:00,0
25707,5,101.29,Clothing,"Paris, France",14,1,2025-12-02 14:52:00,0
8532,11,241.67,Groceries,"Marseille, France",13,2,2025-12-03 13:47:00,0
3094,2,295.32,Fuel,"Marseille, France",18,2,2025-12-03 18:52:00,0
32998,9,167.97,Clothing,Online,14,1,2025-12-02 14:06:00,0
43147,4,3762.59,Cryptocurrency,Russia,15,3,2025-12-04 15:48:00,1
17330,4,308.42,Groceries,"Toulouse, France",12,6,2025-12-07 12:10:00,0
203,11,482.19,Groceries,"Toulouse, France",21,6,2025-12-07 21:27:00,0
47398,3,3193.9,Jewelry,Online,8,4,2025-12-05 08:20:00,1
47236,9,1830.9,Entertainment,"Marseille, France",2,4,2025-12-05 02:55:00,1
17184,2,215.58,Food & Beverage,Online,19,4,2025-12-05 19:10:00,0
5548,7,23.47,Food & Beverage,"Marseille, France",16,4,2025-12-05 16:00:00,0
20881,5,111.55,Electronics,"Paris, France",11,1,2025-12-02 11:57:00,0
3084,5,321.8,Health,Online,18,4,2025-12-05 18:53:00,0
34586,8,143.11,Groceries,"Lyon, France",9,3,2025-12-04 09:23:00,0
42366,7,2065.26,Groceries,Nigeria,7,4,2025-12-05 07:26:00,1
14847,2,499.62,Travel,"Nice, France",20,4,2025-12-05 20:17:00,0
28431,10,338.4,Electronics,"Marseille, France",12,0,2025-12-01 12:01:00,0
41000,3,1075.33,Cryptocurrency,"London, UK",0,1,2025-12-02 00:56:00,1
43709,12,528.56,Health,Russia,2,3,2025-12-04 02:12:00,1
10235,5,296.85,Utilities,"Toulouse, France",19,3,2025-12-04 19:24:00,0
16712,12,337.75,Entertainment,"Marseille, France",20,6,2025-12-07 20:47:00,0
38375,9,449.06,Electronics,"Paris, France",12,2,2025-12-03 12:45:00,0
9964,4,316.77,Food & Beverage,"Nice, France",10,2,2025-12-03 10:07:00,0
15918,10,311.48,Clothing,"Marseille, France",12,4,2025-12-05 12:30:00,0
19175,9,391.61,Entertainment,"Toulouse, France",9,4,2025-12-05 09:30:00,0
42715,13,2809.52,Cryptocurrency,"Lyon, France",23,4,2025-12-05 23:45:00,1
46368,6,817.14,Jewelry,"Lyon, France",3,3,2025-12-04 03:22:00,1
19290,12,88.65,Groceries,"Marseille, France",8,5,2025-12-06 08:30:00,0
20994,6,295.24,Electronics,Online,21,0,2025-12-01 21:02:00,0
5209,1,218.06,Clothing,"Marseille, France",16,1,2025-12-02 16:30:00,0
41794,12,3818.2,Cryptocurrency,"Nice, France",12,5,2025-12-06 12:33:00,1
39987,1,414.5,Entertainment,"Lyon, France",11,6,2025-12-07 11:22:00,0
27440,4,320.52,Fuel,Online,13,6,2025-12-07 13:47:00,0
25854,13,360.12,Fuel,"Marseille, France",14,3,2025-12-04 14:12:00,0
28213,13,243.29,Travel,"Marseille, France",18,2,2025-12-03 18:38:00,0
21687,10,75.81,Fuel,"Paris, France",13,3,2025-12-04 13:31:00,0
17271,12,117.19,Travel,"Lyon, France",9,2,2025-12-03 09:00:00,0
36120,1,285.97,Utilities,"Paris, France",10,1,2025-12-02 10:34:00,0
41531,9,1021.38,Health,"Marseille, France",1,2,2025-12-03 01:16:00,1
41899,1,3549.39,Groceries,"Nice, France",16,0,2025-12-01 16:06:00,1
4725,5,108.3,Clothing,"Paris, France",19,6,2025-12-07 19:27:00,0
23557,13,219.8,Electronics,Online,8,6,2025-12-07 08:37:00,0
43374,8,1194.71,Jewelry,"Toulouse, France",18,4,2025-12-05 18:38:00,1
1127,1,203.81,Fuel,"Toulouse, France",13,1,2025-12-02 13:20:00,0
25591,2,194.86,Utilities,"Paris, France",21,4,2025-12-05 21:34:00,0
35263,6,191.76,Health,"Marseille, France",20,4,2025-12-05 20:07:00,0
16586,9,440.09,Clothing,"Paris, France",9,4,2025-12-05 09:29:00,0
7981,6,350.91,Utilities,"Lyon, France",18,4,2025-12-05 18:03:00,0
10417,2,120.3,Fuel,"Marseille, France",16,0,2025-12-01 16:55:00,0
28959,6,145.14,Groceries,"Nice, France",16,0,2025-12-08 16:11:00,0
9229,6,199.29,Groceries,"Nice, France",18,4,2025-12-05 18:17:00,0
4088,11,237.01,Travel,"Lyon, France",19,0,2025-12-08 19:54:00,0
5221,9,132.67,Food & Beverage,Online,17,1,2025-12-02 17:08:00,0
31142,5,408.5,Electronics,"Toulouse, France",8,1,2025-12-02 08:07:00,0
23445,1,27.89,Electronics,"Lyon, France",13,0,2025-12-08 13:53:00,0
